payloadData,dev_eui,ts,frame
adv9hBANjwAAAAA=,464c58212beca0c9,2026-04-12T20:16:13.000Z,"{""MessageId"":""2794ff70-3fba-4021-b95c-1b570788736a"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBANjwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":125,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-61,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-107,""Snr"":6},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":5.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-5.25}],""MIC"":""f87a1566"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:13Z""}}}"
adv9hBIAAAKzAAA=,464c58212beca0c9,2026-04-12T20:16:17.000Z,"{""MessageId"":""e2eb0249-b31e-4722-8e16-b04af081e1ea"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":127,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-58,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-99,""Snr"":11.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":8.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-1},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-122,""Snr"":-8.75}],""MIC"":""7098876c"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:17Z""}}}"
adv9hBIBAABAAAA=,464c58212beca0c9,2026-04-12T20:16:21.000Z,"{""MessageId"":""36fb315d-7c05-47f7-86f3-67fb33fb11b9"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":128,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":8.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":5.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-2.25}],""MIC"":""3e6b56c9"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:21Z""}}}"
adv9hBICAAAZAAA=,464c58212beca0c9,2026-04-12T20:16:25.000Z,"{""MessageId"":""530d603c-d780-4fbe-96f9-0cfb7c9abf40"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":129,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-59,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-97,""Snr"":12.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":6.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":2}],""MIC"":""f8289f70"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:25Z""}}}"
adv9hBIDAAAMAAA=,464c58212beca0c9,2026-04-12T20:16:29.000Z,"{""MessageId"":""ccebe678-0eab-40dd-b00b-9f340c9faee5"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":130,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":10.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":8},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-103,""Snr"":6.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-3.25}],""MIC"":""30d09ffb"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:29Z""}}}"
adv9hBIEAAA/AAA=,464c58212beca0c9,2026-04-12T20:16:33.000Z,"{""MessageId"":""574d54bf-91b9-4e94-a0c3-9926fd056beb"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":131,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":10},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":6.75}],""MIC"":""12adfc36"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:33Z""}}}"
adv9hBIFAAAhAAA=,464c58212beca0c9,2026-04-12T20:16:37.000Z,"{""MessageId"":""badb2e46-5a0b-440f-af39-0589729be0a9"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adv9hBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":132,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":10.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":6.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-3.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-122,""Snr"":-8.5}],""MIC"":""c3c62b0b"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-12T20:16:37Z""}}}"
ad1PABANlAAAAAA=,464c58212beca0c9,2026-04-13T20:15:44.000Z,"{""MessageId"":""4f3ea0db-8ed5-40b8-90ad-f1fabc170829"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABANlAAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":133,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-69,""Snr"":12},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":7.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-120,""Snr"":-7.5}],""MIC"":""f7f4d80b"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:15:44Z""}}}"
ad1PABIAAAKzAAA=,464c58212beca0c9,2026-04-13T20:15:48.000Z,"{""MessageId"":""7f1372fe-549f-40f7-8120-6075abe912a2"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":135,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-104,""Snr"":8.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":-0.25}],""MIC"":""9ed25538"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:15:48Z""}}}"
ad1PABIBAABAAAA=,464c58212beca0c9,2026-04-13T20:15:56.000Z,"{""MessageId"":""28ee9da0-b5ea-49fb-8389-29bb4f585370"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":137,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-69,""Snr"":9.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":8.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":5.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-4},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-6.75}],""MIC"":""dd534926"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:15:56Z""}}}"
ad1PABICAAAZAAA=,464c58212beca0c9,2026-04-13T20:16:00.000Z,"{""MessageId"":""d7a264bf-863c-4e93-8ec8-ac9ddb6c1c69"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":138,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-60,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-104,""Snr"":8.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":7},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-2.25}],""MIC"":""897291d4"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:00Z""}}}"
ad1PABIDAAAMAAA=,464c58212beca0c9,2026-04-13T20:16:04.000Z,"{""MessageId"":""43069c0b-4e25-4be2-b244-2d6e3d016816"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":139,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-67,""Snr"":14.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":7.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4.75}],""MIC"":""0e676dd0"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:04Z""}}}"
ad1PABIEAAA/AAA=,464c58212beca0c9,2026-04-13T20:16:08.000Z,"{""MessageId"":""3026f3f2-79c0-4585-ad86-ef12b76a0030"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":140,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-75,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":8.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":6},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":0.5}],""MIC"":""4c6772d2"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:08Z""}}}"
ad1PABIFAAAhAAA=,464c58212beca0c9,2026-04-13T20:16:12.000Z,"{""MessageId"":""5683e9a2-3167-4076-8350-1d567f19d28c"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PABIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":142,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-62,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-107,""Snr"":2.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-113,""Snr"":2.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-1}],""MIC"":""fd9d8fc5"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:12Z""}}}"
ad1PBBANjgAAAAA=,464c58212beca0c9,2026-04-13T20:16:17.000Z,"{""MessageId"":""7d516afb-0850-4ee5-b53b-05f3f3acddb7"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBANjgAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":144,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":9.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":6},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":0.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-5.25}],""MIC"":""d6555c03"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:17Z""}}}"
ad1PBBIAAAKzAAA=,464c58212beca0c9,2026-04-13T20:16:21.000Z,"{""MessageId"":""6dd48e9b-8fbb-4c6d-a46e-d9d985dbca63"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":145,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-64,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":9},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":7.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-118,""Snr"":-4.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-7}],""MIC"":""235bfdc8"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:21Z""}}}"
ad1PBBIBAABAAAA=,464c58212beca0c9,2026-04-13T20:16:25.000Z,"{""MessageId"":""b9886730-f064-4a18-ae44-7034c3e5576e"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":146,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":10.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":1.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":1.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-121,""Snr"":-9.5}],""MIC"":""8355b02a"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:25Z""}}}"
ad1PBBICAAAZAAA=,464c58212beca0c9,2026-04-13T20:16:29.000Z,"{""MessageId"":""b123dedd-adaf-48f5-bd95-d32f487c0dc3"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":147,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-68,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-98,""Snr"":11.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":6},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4.5}],""MIC"":""414a99cc"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:29Z""}}}"
ad1PBBIDAAAMAAA=,464c58212beca0c9,2026-04-13T20:16:33.000Z,"{""MessageId"":""44cbdc14-9f2b-4de1-9fe2-170c61f7141a"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":148,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-65,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-100,""Snr"":9.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":7},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-122,""Snr"":-9}],""MIC"":""fc1101fb"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:33Z""}}}"
ad1PBBIEAAA/AAA=,464c58212beca0c9,2026-04-13T20:16:37.000Z,"{""MessageId"":""e577579b-1fed-48bb-86fd-e94b1b05f8ca"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":149,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-78,""Snr"":12},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":8.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":5.75}],""MIC"":""fc497496"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:37Z""}}}"
ad1PBBIFAAAhAAA=,464c58212beca0c9,2026-04-13T20:16:41.000Z,"{""MessageId"":""caf573f8-ab16-4464-9ecb-0c1312ec43bd"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad1PBBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":150,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-61,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-110,""Snr"":4.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-3},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-118,""Snr"":-5.25}],""MIC"":""e65c3a64"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-13T20:16:41Z""}}}"
ad6gfxANkwAAAAA=,464c58212beca0c9,2026-04-14T20:15:44.000Z,"{""MessageId"":""a1e984be-f97e-4a52-a92f-d9963cdf1898"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad6gfxANkwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":151,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":10.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":9},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-114,""Snr"":-2.25}],""MIC"":""d1010e41"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-14T20:15:44Z""}}}"
ad6gfxIAAAKzAAA=,464c58212beca0c9,2026-04-14T20:15:48.000Z,"{""MessageId"":""df6e67b6-0374-4438-bdb3-82f91b3a050b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ad6gfxIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":153,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":6.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-4.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-4.75}],""MIC"":""afc35627"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-14T20:15:48Z""}}}"
